,question,contexts,ground_truth,evolution_type,metadata,episode_done
10,"What is the purpose of collaborating with external researchers, industry experts, and community representatives in the context of managing identified risks?","['\\begin{center}\n\\begin{tabular}{|c|c|c|}\n\\hline\nAction ID & Suggested Action & GAI Risks \\\\\n\\hline\nMG-4.1-001 & \\begin{tabular}{l}\nCollaborate with external researchers, industry experts, and community \\\\\nrepresentatives to maintain awareness of emerging best practices and \\\\\ntechnologies in measuring and managing identified risks. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nInformation Integrity; Harmful Bias \\\\\nand Homogenization \\\\\n\\end{tabular} \\\\\n\\hline\nMG-4.1-002 & \\begin{tabular}{l}\nEstablish, maintain, and evaluate effectiveness of organizational processes and \\\\\nprocedures for post-deployment monitoring of GAI systems, particularly for \\\\\npotential confabulation, CBRN, or cyber risks. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nCBRN Information or Capabilities; \\\\\nConfabulation; Information \\\\\nSecurity \\\\\n\\end{tabular} \\\\\n\\hline\nMG-4.1-003 & \\begin{tabular}{l}\nEvaluate the use of sentiment analysis to gauge user sentiment regarding GAI \\\\\ncontent performance and impact, and work in collaboration with AI Actors \\\\\nexperienced in user research and experience. \\\\\n\\end{tabular} & Human-Al Configuration \\\\\n\\hline\nMG-4.1-004 & \\begin{tabular}{l}\nImplement active learning techniques to identify instances where the model fails \\\\\nor produces unexpected outputs. \\\\\n\\end{tabular} & Confabulation \\\\\n\\hline\nMG-4.1-005 & \\begin{tabular}{l}\nShare transparency reports with internal and external stakeholders that detail \\\\\nsteps taken to update the GAI system to enhance transparency and \\\\\naccountability. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nHuman-AI Configuration; Harmful \\\\\nBias and Homogenization \\\\\n\\end{tabular} \\\\\n\\hline\nMG-4.1-006 & \\begin{tabular}{l}\nTrack dataset modifications for provenance by monitoring data deletions, \\\\\nrectification requests, and other changes that may impact the verifiability of \\\\\ncontent origins. \\\\\n\\end{tabular} & Information Integrity \\\\\n\\hline\n\\end{tabular}\n\\end{center}']","The purpose of collaborating with external researchers, industry experts, and community representatives is to maintain awareness of emerging best practices and technologies in measuring and managing identified risks.",simple,[{'source': 'data/nist_ai.tex'}],True
11,What risks are associated with GAI models in relation to CSAM?,"['CSAM. Even when trained on ""clean"" data, increasingly capable GAI models can synthesize or produce synthetic NCII and CSAM. Websites, mobile apps, and custom-built models that generate synthetic NCII have moved from niche internet forums to mainstream, automated, and scaled online businesses.\n\nTrustworthy AI Characteristics: Fair with Harmful Bias Managed, Safe, Privacy Enhanced\n\\subsection*{2.12. Value Chain and Component Integration}\nGAI value chains involve many third-party components such as procured datasets, pre-trained models, and software libraries. These components might be improperly obtained or not properly vetted, leading to diminished transparency or accountability for downstream users. While this is a risk for traditional AI systems and some other digital technologies, the risk is exacerbated for GAI due to the scale of the training data, which may be too large for humans to vet; the difficulty of training foundation models, which leads to extensive reuse of limited numbers of models; and the extent to which GAI may be integrated into other devices and services. As GAI systems often involve many distinct third-party components and data sources, it may be difficult to attribute issues in a system\'s behavior to any one of these sources.\n\nErrors in third-party GAI components can also have downstream impacts on accuracy and robustness. For example, test datasets commonly used to benchmark or validate models can contain label errors. Inaccuracies in these labels can impact the ""stability"" or robustness of these benchmarks, which many GAI practitioners consider during the model selection process.']","GAI models, even when trained on 'clean' data, can synthesize or produce synthetic NCII and CSAM. Websites, mobile apps, and custom-built models that generate synthetic NCII have moved from niche internet forums to mainstream, automated, and scaled online businesses.",simple,[{'source': 'data/nist_ai.tex'}],True
12,What policies and procedures should be established for the continuous monitoring of third-party GAI systems in deployment?,"['\\begin{center}\n\\begin{tabular}{|c|c|c|}\n\\hline\nGV-6.2-003 & \\begin{tabular}{l}\nEstablish incident response plans for third-party GAI technologies: Align incident \\\\\nresponse plans with impacts enumerated in MAP 5.1; Communicate third-party \\\\\nGAI incident response plans to all relevant AI Actors; Define ownership of GAI \\\\\nincident response functions; Rehearse third-party GAI incident response plans at \\\\\na regular cadence; Improve incident response plans based on retrospective \\\\\nlearning; Review incident response plans for alignment with relevant breach \\\\\nreporting, data protection, data privacy, or other laws. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nData Privacy; Human-AI \\\\\nConfiguration; Information \\\\\nSecurity; Value Chain and \\\\\nComponent Integration; Harmful \\\\\nBias and Homogenization \\\\\n\\end{tabular} \\\\\n\\hline\nGV-6.2-004 & \\begin{tabular}{l}\nEstablish policies and procedures for continuous monitoring of third-party GAI \\\\\nsystems in deployment. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nValue Chain and Component \\\\\nIntegration \\\\\n\\end{tabular} \\\\\n\\hline\nGV-6.2-005 & \\begin{tabular}{l}\nEstablish policies and procedures that address GAI data redundancy, including \\\\\nmodel weights and other system artifacts. \\\\\n\\end{tabular} & Harmful Bias and Homogenization \\\\\n\\hline\nGV-6.2-006 & \\begin{tabular}{l}\nEstablish policies and procedures to test and manage risks related to rollover and \\\\\nfallback technologies for GAI systems, acknowledging that rollover and fallback \\\\\nmay include manual processing. \\\\\n\\end{tabular} & Information Integrity \\\\\n\\hline\nGV-6.2-007 & \\begin{tabular}{l}\nReview vendor contracts and avoid arbitrary or capricious termination of critical \\\\\nGAI technologies or vendor services and non-standard terms that may amplify or \\\\\ndefer liability in unexpected ways and/or contribute to unauthorized data \\\\\ncollection by vendors or third-parties (e.g., secondary data use). Consider: Clear \\\\']",Policies and procedures should be established for the continuous monitoring of third-party GAI systems in deployment.,simple,[{'source': 'data/nist_ai.tex'}],True
13,What measures are suggested to address security concerns when adapting GAI models to new domains?,"['\\begin{center}\n\\begin{tabular}{|l|l|l|}\n\\hline\nMP-4.1-010 & \\begin{tabular}{l}\nConduct appropriate diligence on training data use to assess intellectual property, \\\\\nand privacy, risks, including to examine whether use of proprietary or sensitive \\\\\ntraining data is consistent with applicable laws. \\\\\n\\end{tabular} & Intellectual Property; Data Privacy \\\\\n\\hline\nAI Actor Tasks: Governance and Oversight, Operation and Monitoring, Procurement, Third-party entities &  &  \\\\\n\\hline\n\\end{tabular}\n\\end{center}\n\nMAP 5.1: Likelihood and magnitude of each identified impact (both potentially beneficial and harmful) based on expected use, past uses of Al systems in similar contexts, public incident reports, feedback from those external to the team that developed or deployed the Al system, or other data are identified and documented.', 'Security; Harmful Bias and \\\\\nHomogenization; Dangerous, \\\\\nViolent, or Hateful Content; Data \\\\\nPrivacy \\\\\n\\end{tabular} \\\\\n\\hline\nMP-4.1-006 & \\begin{tabular}{l}\nImplement policies and practices defining how third-party intellectual property and \\\\\ntraining data will be used, stored, and protected. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nIntellectual Property; Value Chain \\\\\nand Component Integration \\\\\n\\end{tabular} \\\\\n\\hline\nMP-4.1-007 & \\begin{tabular}{l}\nRe-evaluate models that were fine-tuned or enhanced on top of third-party \\\\\nmodels. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nValue Chain and Component \\\\\nIntegration \\\\\n\\end{tabular} \\\\\n\\hline\nMP-4.1-008 & \\begin{tabular}{l}\nRe-evaluate risks when adapting GAI models to new domains. Additionally, \\\\\nestablish warning systems to determine if a GAI system is being used in a new \\\\\ndomain where previous assumptions (relating to context of use or mapped risks \\\\\nsuch as security, and safety) may no longer hold. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nCBRN Information or Capabilities; \\\\\nIntellectual Property; Harmful Bias \\\\\nand Homogenization; Dangerous, \\\\\nViolent, or Hateful Content; Data \\\\\nPrivacy \\\\\n\\end{tabular} \\\\\n\\hline\nMP-4.1-009 & \\begin{tabular}{l}\nLeverage approaches to detect the presence of PII or sensitive data in generated \\\\\noutput text, image, video, or audio. \\\\\n\\end{tabular} & Data Privacy \\\\\n\\hline\n\\end{tabular}\n\\end{center}']","Establish warning systems to determine if a GAI system is being used in a new domain where previous assumptions (relating to context of use or mapped risks such as security, and safety) may no longer hold.",simple,"[{'source': 'data/nist_ai.tex'}, {'source': 'data/nist_ai.tex'}]",True
14,"What processes are defined, assessed, and documented to ensure AI system performance and trustworthiness?","['MAP 3.4: Processes for operator and practitioner proficiency with Al system performance and trustworthiness - and relevant technical standards and certifications - are defined, assessed, and documented.\n\n\\begin{center}\n\\begin{tabular}{|l|l|l|}\n\\hline\nAction ID & Suggested Action & GAI Risks \\\\\n\\hline\nMP-3.4-001 & \\begin{tabular}{l}\nEvaluate whether GAI operators and end-users can accurately understand \\\\\ncontent lineage and origin. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nHuman-AI Configuration; \\\\\nInformation Integrity \\\\\n\\end{tabular} \\\\\n\\hline\nMP-3.4-002 & \\begin{tabular}{l}\nAdapt existing training programs to include modules on digital content \\\\\ntransparency. \\\\\n\\end{tabular} & Information Integrity \\\\\n\\hline\nMP-3.4-003 & \\begin{tabular}{l}\nDevelop certification programs that test proficiency in managing GAI risks and \\\\\ninterpreting content provenance, relevant to specific industry and context. \\\\\n\\end{tabular} & Information Integrity \\\\\n\\hline\nMP-3.4-004 & Delineate human proficiency tests from tests of GAI capabilities. & Human-AI Configuration \\\\\n\\hline\nMP-3.4-005 & \\begin{tabular}{l}\nImplement systems to continually monitor and track the outcomes of human-GAI \\\\\nconfigurations for future refinement and improvements. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nHuman-AI Configuration; \\\\\nInformation Integrity \\\\\n\\end{tabular} \\\\\n\\hline\nMP-3.4-006 & \\begin{tabular}{l}\nInvolve the end-users, practitioners, and operators in GAI system in prototyping \\\\\nand testing activities. Make sure these tests cover various scenarios, such as crisis \\\\\nsituations or ethically sensitive contexts. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nHuman-AI Configuration; \\\\\nInformation Integrity; Harmful Bias \\\\\nand Homogenization; Dangerous, \\\\\nViolent, or Hateful Content \\\\\n\\end{tabular} \\\\\n\\hline\n\\end{tabular}\n\\end{center}']","Processes for operator and practitioner proficiency with AI system performance and trustworthiness - and relevant technical standards and certifications - are defined, assessed, and documented.",simple,[{'source': 'data/nist_ai.tex'}],True
15,Why is it important for AI red teams to be demographically and interdisciplinarily diverse?,"['Organizations may also collect feedback on outcomes, harms, and user experience directly from users in the production environment after a model has been released, in accordance with human subject standards such as informed consent and compensation. Organizations should follow applicable human subjects research requirements, and best practices such as informed consent and subject compensation, when implementing feedback activities.\n\\section*{Al Red-teaming}\nAl red-teaming is an evolving practice that references exercises often conducted in a controlled environment and in collaboration with AI developers building AI models to identify potential adverse behavior or outcomes of a GAI model or system, how they could occur, and stress test safeguards"". AI red-teaming can be performed before or after AI models or systems are made available to the broader public; this section focuses on red-teaming in pre-deployment contexts.\n\nThe quality of AI red-teaming outputs is related to the background and expertise of the AI red team itself. Demographically and interdisciplinarily diverse AI red teams can be used to identify flaws in the varying contexts where GAI will be used. For best results, Al red teams should demonstrate domain expertise, and awareness of socio-cultural aspects within the deployment context. Al red-teaming results should be given additional analysis before they are incorporated into organizational governance and decision making, policy and procedural updates, and Al risk management efforts.']",Demographically and interdisciplinarily diverse AI red teams can be used to identify flaws in the varying contexts where GAI will be used.,simple,[{'source': 'data/nist_ai.tex'}],True
16,What actions are suggested to address AI risks related to intellectual property?,"[""Al Actor Tasks: AI Design, Al Impact Assessment, Affected Individuals and Communities, Governance and Oversight\n\nGOVERN 6.1: Policies and procedures are in place that address AI risks associated with third-party entities, including risks of infringement of a third-party's intellectual property or other rights.\n\n\\begin{center}\n\\begin{tabular}{|l|l|l|}\n\\hline\nAction ID & Suggested Action & GAI Risks \\\\\n\\hline\nGV-6.1-001 & \\begin{tabular}{l}\nCategorize different types of GAI content with associated third-party rights (e.g., \\\\\ncopyright, intellectual property, data privacy). \\\\\n\\end{tabular} & \\begin{tabular}{l}\nData Privacy; Intellectual \\\\\nProperty; Value Chain and \\\\\nComponent Integration \\\\\n\\end{tabular} \\\\\n\\hline\nGV-6.1-002 & \\begin{tabular}{l}\nConduct joint educational activities and events in collaboration with third parties \\\\\nto promote best practices for managing GAI risks. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nValue Chain and Component \\\\\nIntegration \\\\\n\\end{tabular} \\\\\n\\hline\nGV-6.1-003 & \\begin{tabular}{l}\nDevelop and validate approaches for measuring the success of content \\\\\nprovenance management efforts with third parties (e.g., incidents detected and \\\\\nresponse times). \\\\\n\\end{tabular} & \\begin{tabular}{l}\nInformation Integrity; Value Chain \\\\\nand Component Integration \\\\\n\\end{tabular} \\\\\n\\hline\nGV-6.1-004 & \\begin{tabular}{l}\nDraft and maintain well-defined contracts and service level agreements (SLAs) \\\\\nthat specify content ownership, usage rights, quality standards, security \\\\\nrequirements, and content provenance expectations for GAI systems. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nInformation Integrity; Information \\\\\nSecurity; Intellectual Property \\\\\n\\end{tabular} \\\\\n\\hline\n\\end{tabular}\n\\end{center}""]","The suggested actions to address AI risks related to intellectual property include: 1. Categorizing different types of GAI content with associated third-party rights (e.g., copyright, intellectual property, data privacy). 2. Drafting and maintaining well-defined contracts and service level agreements (SLAs) that specify content ownership, usage rights, quality standards, security requirements, and content provenance expectations for GAI systems.",simple,[{'source': 'data/nist_ai.tex'}],True
17,"What policies and mechanisms should be established to prevent GAI systems from generating CSAM, NCII, or content that violates the law?","['GOVERN 1.4: The risk management process and its outcomes are established through transparent policies, procedures, and other controls based on organizational risk priorities.\n\n\\begin{center}\n\\begin{tabular}{|l|l|l|}\n\\hline\nAction ID & Suggested Action & GAI Risks \\\\\n\\hline\nGV-1.4-001 & \\begin{tabular}{l}\nEstablish policies and mechanisms to prevent GAI systems from generating \\\\\nCSAM, NCII or content that violates the law. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nObscene, Degrading, and/or \\\\\nAbusive Content; Harmful Bias \\\\\nand Homogenization; \\\\\nDangerous, Violent, or Hateful \\\\\nContent \\\\\n\\end{tabular} \\\\\n\\hline\nGV-1.4-002 & \\begin{tabular}{l}\nEstablish transparent acceptable use policies for GAI that address illegal use or \\\\\napplications of GAI. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nCBRN Information or \\\\\nCapabilities; Obscene, \\\\\nDegrading, and/or Abusive \\\\\nContent; Data Privacy; Civil \\\\\nRights violations \\\\\n\\end{tabular} \\\\\n\\hline\n\\end{tabular}\n\\end{center}\n\nAI Actor Tasks: AI Development, AI Deployment, Governance and Oversight\n\nGOVERN 1.5: Ongoing monitoring and periodic review of the risk management process and its outcomes are planned, and organizational roles and responsibilities are clearly defined, including determining the frequency of periodic review.']","Policies and mechanisms should be established to prevent GAI systems from generating CSAM, NCII, or content that violates the law.",simple,[{'source': 'data/nist_ai.tex'}],True
18,What is the purpose of implementing interpretability and explainability methods in evaluating GAI system decisions?,"['\\begin{center}\n\\begin{tabular}{|l|l|l|}\n\\hline\nAction ID & Suggested Action & GAI Risks \\\\\n\\hline\nMS-4.2-001 & \\begin{tabular}{l}\nConduct adversarial testing at a regular cadence to map and measure GAI risks, \\\\\nincluding tests to address attempts to deceive or manipulate the application of \\\\\nprovenance techniques or other misuses. Identify vulnerabilities and \\\\\nunderstand potential misuse scenarios and unintended outputs. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nInformation Integrity; Information \\\\\nSecurity \\\\\n\\end{tabular} \\\\\n\\hline\nMS-4.2-002 & \\begin{tabular}{l}\nEvaluate GAI system performance in real-world scenarios to observe its \\\\\nbehavior in practical environments and reveal issues that might not surface in \\\\\ncontrolled and optimized testing environments. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nHuman-AI Configuration; \\\\\nConfabulation; Information \\\\\nSecurity \\\\\n\\end{tabular} \\\\\n\\hline\nMS-4.2-003 & \\begin{tabular}{l}\nImplement interpretability and explainability methods to evaluate GAI system \\\\\ndecisions and verify alignment with intended purpose. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nInformation Integrity; Harmful Bias \\\\\nand Homogenization \\\\\n\\end{tabular} \\\\\n\\hline\nMS-4.2-004 & \\begin{tabular}{l}\nMonitor and document instances where human operators or other systems \\\\\noverride the GAI\'s decisions. Evaluate these cases to understand if the overrides \\\\\nare linked to issues related to content provenance. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nInformation Integrity \\\\\n\\end{tabular} \\\\\n\\hline\nMS-4.2-005 & \\begin{tabular}{l}\nVerify and document the incorporation of results of structured public feedback \\\\\nexercises into design, implementation, deployment approval (""go""/""no-go"" \\\\\ndecisions), monitoring, and decommission decisions. \\\\\n\\end{tabular} & \\begin{tabular}{l}\nHuman-AI Configuration; \\\\\nInformation Security \\\\\n\\end{tabular} \\\\\n\\hline\nAI Actor Tasks: Al Deployment, Domain Experts, End-Users, Operation and Monitoring, TEVV &  &  \\\\\n\\hline\n\\end{tabular}']",The purpose of implementing interpretability and explainability methods is to evaluate GAI system decisions and verify alignment with intended purpose.,simple,[{'source': 'data/nist_ai.tex'}],True
19,How can field testing help in evaluating AI system risks and impacts?,"['\\item Al Red-teaming: A structured testing exercise used to probe an AI system to find flaws and vulnerabilities such as inaccurate, harmful, or discriminatory outputs, often in a controlled environment and in collaboration with system developers.\n\\end{itemize}\nInformation gathered from structured public feedback can inform design, implementation, deployment approval, maintenance, or decommissioning decisions. Results and insights gleaned from these exercises can serve multiple purposes, including improving data quality and preprocessing, bolstering governance decision making, and enhancing system documentation and debugging practices. When implementing feedback activities, organizations should follow human subjects research requirements and best practices such as informed consent and subject compensation.\n\\section*{Participatory Engagement Methods}\nOn an ad hoc or more structured basis, organizations can design and use a variety of channels to engage external stakeholders in product development or review. Focus groups with select experts can provide feedback on a range of issues. Small user studies can provide feedback from representative groups or populations. Anonymous surveys can be used to poll or gauge reactions to specific features. Participatory engagement methods are often less structured than field testing or red teaming, and are more commonly used in early stages of AI or product development.\n\\section*{Field Testing}\nField testing involves structured settings to evaluate risks and impacts and to simulate the conditions under which the GAI system will be deployed. Field style tests can be adapted from a focus on user preferences and experiences towards Al risks and impacts - both negative and positive. When carried out with large groups of users, these tests can provide estimations of the likelihood of risks and impacts in real world interactions.']","Field testing involves structured settings to evaluate risks and impacts and to simulate the conditions under which the GAI system will be deployed. Field style tests can be adapted from a focus on user preferences and experiences towards AI risks and impacts - both negative and positive. When carried out with large groups of users, these tests can provide estimations of the likelihood of risks and impacts in real world interactions.",simple,[{'source': 'data/nist_ai.tex'}],True
